City,Metro Area,State,Year,Labor Force,Employment,Unemployment,Unemployment Rate
Des Moines-West Des Moines,IA Metropolitan Statistical Area,Iowa,1993,261280,252017,9263,3.5
Des Moines-West Des Moines,IA Metropolitan Statistical Area,Iowa,1994,264249,256747,7502,2.8
Des Moines-West Des Moines,IA Metropolitan Statistical Area,Iowa,1995,268695,261533,7162,2.7
Des Moines-West Des Moines,IA Metropolitan Statistical Area,Iowa,1996,272960,265521,7439,2.7
Des Moines-West Des Moines,IA Metropolitan Statistical Area,Iowa,1997,270812,263944,6868,2.5
Des Moines-West Des Moines,IA Metropolitan Statistical Area,Iowa,1998,273223,267241,5982,2.2
Des Moines-West Des Moines,IA Metropolitan Statistical Area,Iowa,1999,272634,267203,5431,2.0
Des Moines-West Des Moines,IA Metropolitan Statistical Area,Iowa,2000,275757,269297,6460,2.3
Des Moines-West Des Moines,IA Metropolitan Statistical Area,Iowa,2001,280161,272198,7963,2.8
Des Moines-West Des Moines,IA Metropolitan Statistical Area,Iowa,2002,289156,278845,10311,3.6
Des Moines-West Des Moines,IA Metropolitan Statistical Area,Iowa,2003,286950,275503,11447,4.0
Des Moines-West Des Moines,IA Metropolitan Statistical Area,Iowa,2004,290386,277788,12598,4.3
Des Moines-West Des Moines,IA Metropolitan Statistical Area,Iowa,2005,296041,284338,11703,4.0
Des Moines-West Des Moines,IA Metropolitan Statistical Area,Iowa,2006,304569,294405,10164,3.3
Des Moines-West Des Moines,IA Metropolitan Statistical Area,Iowa,2007,310006,299357,10649,3.4
Des Moines-West Des Moines,IA Metropolitan Statistical Area,Iowa,2008,315336,302929,12407,3.9
Des Moines-West Des Moines,IA Metropolitan Statistical Area,Iowa,2009,316926,297917,19009,6.0
Des Moines-West Des Moines,IA Metropolitan Statistical Area,Iowa,2010,322067,303074,18993,5.9
Des Moines-West Des Moines,IA Metropolitan Statistical Area,Iowa,2011,322510,304531,17979,5.6
Des Moines-West Des Moines,IA Metropolitan Statistical Area,Iowa,2012,324190,307877,16313,5.0
Des Moines-West Des Moines,IA Metropolitan Statistical Area,Iowa,2013,331700,316276,15424,4.6
Des Moines-West Des Moines,IA Metropolitan Statistical Area,Iowa,2014,338986,325123,13863,4.1
Des Moines-West Des Moines,IA Metropolitan Statistical Area,Iowa,2015,339917,327926,11991,3.5
Des Moines-West Des Moines,IA Metropolitan Statistical Area,Iowa,2016,345948,334488,11460,3.3
Des Moines-West Des Moines,IA Metropolitan Statistical Area,Iowa,2017,351434,341308,10126,2.9
Des Moines-West Des Moines,IA Metropolitan Statistical Area,Iowa,2018,358926,350027,8899,2.5
Des Moines-West Des Moines,IA Metropolitan Statistical Area,Iowa,2019,368919,359156,9763,2.6
Des Moines-West Des Moines,IA Metropolitan Statistical Area,Iowa,2020,356161,336777,19384,5.4
Des Moines-West Des Moines,IA Metropolitan Statistical Area,Iowa,2021,362966,349094,13872,3.8
Des Moines-West Des Moines,IA Metropolitan Statistical Area,Iowa,2022,374071,364101,9970,2.7
Des Moines-West Des Moines,IA Metropolitan Statistical Area,Iowa,2023,379416,368909,10507,2.8
Detroit-Warren-Dearborn,MI Metropolitan Statistical Area,Michigan,1990,2111332,1943890,167442,7.9
Detroit-Warren-Dearborn,MI Metropolitan Statistical Area,Michigan,1991,2115206,1908400,206806,9.8
Detroit-Warren-Dearborn,MI Metropolitan Statistical Area,Michigan,1992,2159062,1954007,205055,9.5
Detroit-Warren-Dearborn,MI Metropolitan Statistical Area,Michigan,1993,2154409,1998054,156355,7.3
Detroit-Warren-Dearborn,MI Metropolitan Statistical Area,Michigan,1994,2155563,2033514,122049,5.7
Detroit-Warren-Dearborn,MI Metropolitan Statistical Area,Michigan,1995,2176930,2069736,107194,4.9
Detroit-Warren-Dearborn,MI Metropolitan Statistical Area,Michigan,1996,2221283,2115565,105718,4.8
Detroit-Warren-Dearborn,MI Metropolitan Statistical Area,Michigan,1997,2233939,2139681,94258,4.2
Detroit-Warren-Dearborn,MI Metropolitan Statistical Area,Michigan,1998,2264056,2172693,91363,4.0
Detroit-Warren-Dearborn,MI Metropolitan Statistical Area,Michigan,1999,2314420,2226058,88362,3.8
Detroit-Warren-Dearborn,MI Metropolitan Statistical Area,Michigan,2000,2295250,2217665,77585,3.4
Detroit-Warren-Dearborn,MI Metropolitan Statistical Area,Michigan,2001,2255250,2141094,114156,5.1
Detroit-Warren-Dearborn,MI Metropolitan Statistical Area,Michigan,2002,2220770,2082921,137849,6.2
Detroit-Warren-Dearborn,MI Metropolitan Statistical Area,Michigan,2003,2214313,2054573,159740,7.2
Detroit-Warren-Dearborn,MI Metropolitan Statistical Area,Michigan,2004,2204690,2045859,158831,7.2
Detroit-Warren-Dearborn,MI Metropolitan Statistical Area,Michigan,2005,2191435,2037078,154357,7.0
Detroit-Warren-Dearborn,MI Metropolitan Statistical Area,Michigan,2006,2172252,2017104,155148,7.1
Detroit-Warren-Dearborn,MI Metropolitan Statistical Area,Michigan,2007,2139654,1983415,156239,7.3
Detroit-Warren-Dearborn,MI Metropolitan Statistical Area,Michigan,2008,2100627,1921298,179329,8.5
Detroit-Warren-Dearborn,MI Metropolitan Statistical Area,Michigan,2009,2084327,1785571,298756,14.3
Detroit-Warren-Dearborn,MI Metropolitan Statistical Area,Michigan,2010,2041816,1767900,273916,13.4
Detroit-Warren-Dearborn,MI Metropolitan Statistical Area,Michigan,2011,1992538,1773782,218756,11.0
Detroit-Warren-Dearborn,MI Metropolitan Statistical Area,Michigan,2012,2010997,1809356,201641,10.0
Detroit-Warren-Dearborn,MI Metropolitan Statistical Area,Michigan,2013,2040052,1842816,197236,9.7
Detroit-Warren-Dearborn,MI Metropolitan Statistical Area,Michigan,2014,2026740,1862663,164077,8.1
Detroit-Warren-Dearborn,MI Metropolitan Statistical Area,Michigan,2015,2015414,1898253,117161,5.8
Detroit-Warren-Dearborn,MI Metropolitan Statistical Area,Michigan,2016,2082058,1973181,108877,5.2
Detroit-Warren-Dearborn,MI Metropolitan Statistical Area,Michigan,2017,2142233,2044769,97464,4.5
Detroit-Warren-Dearborn,MI Metropolitan Statistical Area,Michigan,2018,2168211,2075140,93071,4.3
Detroit-Warren-Dearborn,MI Metropolitan Statistical Area,Michigan,2019,2190117,2097979,92138,4.2
Detroit-Warren-Dearborn,MI Metropolitan Statistical Area,Michigan,2020,2114424,1871266,243158,11.5
Detroit-Warren-Dearborn,MI Metropolitan Statistical Area,Michigan,2021,2110290,1981611,128679,6.1
Detroit-Warren-Dearborn,MI Metropolitan Statistical Area,Michigan,2022,2125425,2044031,81394,3.8
Detroit-Warren-Dearborn,MI Metropolitan Statistical Area,Michigan,2023,2182561,2103539,79022,3.6
Dothan,AL Metropolitan Statistical Area,Alabama,1990,58911,56253,2658,4.5
Dothan,AL Metropolitan Statistical Area,Alabama,1991,59306,56055,3251,5.5
Dothan,AL Metropolitan Statistical Area,Alabama,1992,60576,57138,3438,5.7
Dothan,AL Metropolitan Statistical Area,Alabama,1993,60871,56627,4244,7.0
Dothan,AL Metropolitan Statistical Area,Alabama,1994,61497,57821,3676,6.0
Dothan,AL Metropolitan Statistical Area,Alabama,1995,61341,58050,3291,5.4
Dothan,AL Metropolitan Statistical Area,Alabama,1996,61832,58562,3270,5.3
Dothan,AL Metropolitan Statistical Area,Alabama,1997,63008,60003,3005,4.8
Dothan,AL Metropolitan Statistical Area,Alabama,1998,62307,59730,2577,4.1
Dothan,AL Metropolitan Statistical Area,Alabama,1999,62520,59694,2826,4.5
Dothan,AL Metropolitan Statistical Area,Alabama,2000,65409,62377,3032,4.6
Dothan,AL Metropolitan Statistical Area,Alabama,2001,64725,61568,3157,4.9
Dothan,AL Metropolitan Statistical Area,Alabama,2002,64185,61012,3173,4.9
Dothan,AL Metropolitan Statistical Area,Alabama,2003,64661,61380,3281,5.1
Dothan,AL Metropolitan Statistical Area,Alabama,2004,65215,62105,3110,4.8
Dothan,AL Metropolitan Statistical Area,Alabama,2005,65030,62515,2515,3.9
Dothan,AL Metropolitan Statistical Area,Alabama,2006,65978,63652,2326,3.5
Dothan,AL Metropolitan Statistical Area,Alabama,2007,66396,63968,2428,3.7
Dothan,AL Metropolitan Statistical Area,Alabama,2008,65167,61586,3581,5.5
Dothan,AL Metropolitan Statistical Area,Alabama,2009,64093,58364,5729,8.9
Dothan,AL Metropolitan Statistical Area,Alabama,2010,65291,59128,6163,9.4
Dothan,AL Metropolitan Statistical Area,Alabama,2011,65550,59768,5782,8.8
Dothan,AL Metropolitan Statistical Area,Alabama,2012,64418,59371,5047,7.8
Dothan,AL Metropolitan Statistical Area,Alabama,2013,63653,59125,4528,7.1
Dothan,AL Metropolitan Statistical Area,Alabama,2014,62826,58547,4279,6.8
Dothan,AL Metropolitan Statistical Area,Alabama,2015,61903,58018,3885,6.3
Dothan,AL Metropolitan Statistical Area,Alabama,2016,61571,57949,3622,5.9
Dothan,AL Metropolitan Statistical Area,Alabama,2017,62921,60076,2845,4.5
Dothan,AL Metropolitan Statistical Area,Alabama,2018,63956,61356,2600,4.1
Dothan,AL Metropolitan Statistical Area,Alabama,2019,65102,62989,2113,3.2
Dothan,AL Metropolitan Statistical Area,Alabama,2020,65017,61378,3639,5.6
Dothan,AL Metropolitan Statistical Area,Alabama,2021,64906,62818,2088,3.2
Dothan,AL Metropolitan Statistical Area,Alabama,2022,65853,64195,1658,2.5
Dothan,AL Metropolitan Statistical Area,Alabama,2023,66631,64922,1709,2.6
Dover,DE Metropolitan Statistical Area,Delaware,1990,58454,55923,2531,4.3
Dover,DE Metropolitan Statistical Area,Delaware,1991,61823,58119,3704,6.0
Dover,DE Metropolitan Statistical Area,Delaware,1992,64651,61065,3586,5.5
Dover,DE Metropolitan Statistical Area,Delaware,1993,66653,62965,3688,5.5
Dover,DE Metropolitan Statistical Area,Delaware,1994,69278,65777,3501,5.1
Dover,DE Metropolitan Statistical Area,Delaware,1995,69939,66801,3138,4.5
Dover,DE Metropolitan Statistical Area,Delaware,1996,70087,66630,3457,4.9
Dover,DE Metropolitan Statistical Area,Delaware,1997,68123,65079,3044,4.5
Dover,DE Metropolitan Statistical Area,Delaware,1998,69218,66506,2712,3.9
Dover,DE Metropolitan Statistical Area,Delaware,1999,70152,67656,2496,3.6
Dover,DE Metropolitan Statistical Area,Delaware,2000,63388,60946,2442,3.9
Dover,DE Metropolitan Statistical Area,Delaware,2001,64891,62457,2434,3.8
Dover,DE Metropolitan Statistical Area,Delaware,2002,65730,62977,2753,4.2
Dover,DE Metropolitan Statistical Area,Delaware,2003,67083,64087,2996,4.5
Dover,DE Metropolitan Statistical Area,Delaware,2004,69138,66524,2614,3.8
Dover,DE Metropolitan Statistical Area,Delaware,2005,72143,69289,2854,4.0
Dover,DE Metropolitan Statistical Area,Delaware,2006,74413,71807,2606,3.5
Dover,DE Metropolitan Statistical Area,Delaware,2007,75328,72668,2660,3.5
Dover,DE Metropolitan Statistical Area,Delaware,2008,76008,72229,3779,5.0
Dover,DE Metropolitan Statistical Area,Delaware,2009,73933,67857,6076,8.2
Dover,DE Metropolitan Statistical Area,Delaware,2010,73026,66336,6690,9.2
Dover,DE Metropolitan Statistical Area,Delaware,2011,74196,68023,6173,8.3
Dover,DE Metropolitan Statistical Area,Delaware,2012,74346,68567,5779,7.8
Dover,DE Metropolitan Statistical Area,Delaware,2013,73955,68587,5368,7.3
Dover,DE Metropolitan Statistical Area,Delaware,2014,75102,70391,4711,6.3
Dover,DE Metropolitan Statistical Area,Delaware,2015,75799,71772,4027,5.3
Dover,DE Metropolitan Statistical Area,Delaware,2016,76699,72935,3764,4.9
Dover,DE Metropolitan Statistical Area,Delaware,2017,77277,73509,3768,4.9
Dover,DE Metropolitan Statistical Area,Delaware,2018,77834,74643,3191,4.1
Dover,DE Metropolitan Statistical Area,Delaware,2019,78762,75632,3130,4.0
Dover,DE Metropolitan Statistical Area,Delaware,2020,79832,73234,6598,8.3
Dover,DE Metropolitan Statistical Area,Delaware,2021,80995,75841,5154,6.4
Dover,DE Metropolitan Statistical Area,Delaware,2022,80608,76631,3977,4.9
Dover,DE Metropolitan Statistical Area,Delaware,2023,81412,77738,3674,4.5
Dover-Durham,NH-ME Metropolitan NECTA,New Hampshire,1990,65861,62356,3505,5.3
Dover-Durham,NH-ME Metropolitan NECTA,New Hampshire,1991,67491,62954,4537,6.7
Dover-Durham,NH-ME Metropolitan NECTA,New Hampshire,1992,66037,61435,4602,7.0
Dover-Durham,NH-ME Metropolitan NECTA,New Hampshire,1993,66330,62707,3623,5.5
Dover-Durham,NH-ME Metropolitan NECTA,New Hampshire,1994,65584,63080,2504,3.8
Dover-Durham,NH-ME Metropolitan NECTA,New Hampshire,1995,65631,63262,2369,3.6
Dover-Durham,NH-ME Metropolitan NECTA,New Hampshire,1996,65997,63520,2477,3.8
Dover-Durham,NH-ME Metropolitan NECTA,New Hampshire,1997,67338,65081,2257,3.4
Dover-Durham,NH-ME Metropolitan NECTA,New Hampshire,1998,66787,64992,1795,2.7
Dover-Durham,NH-ME Metropolitan NECTA,New Hampshire,1999,67009,65390,1619,2.4
Dover-Durham,NH-ME Metropolitan NECTA,New Hampshire,2000,71566,69699,1867,2.6
Dover-Durham,NH-ME Metropolitan NECTA,New Hampshire,2001,72050,69747,2303,3.2
Dover-Durham,NH-ME Metropolitan NECTA,New Hampshire,2002,73695,70345,3350,4.5
Dover-Durham,NH-ME Metropolitan NECTA,New Hampshire,2003,75724,72411,3313,4.4
Dover-Durham,NH-ME Metropolitan NECTA,New Hampshire,2004,76566,73895,2671,3.5
Dover-Durham,NH-ME Metropolitan NECTA,New Hampshire,2005,77560,74816,2744,3.5
Dover-Durham,NH-ME Metropolitan NECTA,New Hampshire,2006,77966,75360,2606,3.3
Dover-Durham,NH-ME Metropolitan NECTA,New Hampshire,2007,79297,76608,2689,3.4
Dover-Durham,NH-ME Metropolitan NECTA,New Hampshire,2008,80918,77978,2940,3.6
Dover-Durham,NH-ME Metropolitan NECTA,New Hampshire,2009,80431,75290,5141,6.4
Dover-Durham,NH-ME Metropolitan NECTA,New Hampshire,2010,81138,75990,5148,6.3
Dover-Durham,NH-ME Metropolitan NECTA,New Hampshire,2011,81156,76567,4589,5.7
Dover-Durham,NH-ME Metropolitan NECTA,New Hampshire,2012,81579,77064,4515,5.5
Dover-Durham,NH-ME Metropolitan NECTA,New Hampshire,2013,81911,77697,4214,5.1
Dover-Durham,NH-ME Metropolitan NECTA,New Hampshire,2014,82348,78981,3367,4.1
Dover-Durham,NH-ME Metropolitan NECTA,New Hampshire,2015,82826,80171,2655,3.2
Dover-Durham,NH-ME Metropolitan NECTA,New Hampshire,2016,84214,81999,2215,2.6
Dover-Durham,NH-ME Metropolitan NECTA,New Hampshire,2017,84785,82627,2158,2.5
Dover-Durham,NH-ME Metropolitan NECTA,New Hampshire,2018,86186,84095,2091,2.4
Dover-Durham,NH-ME Metropolitan NECTA,New Hampshire,2019,86846,84784,2062,2.4
Dover-Durham,NH-ME Metropolitan NECTA,New Hampshire,2020,84748,79600,5148,6.1
Dover-Durham,NH-ME Metropolitan NECTA,New Hampshire,2021,84300,81475,2825,3.4
Dover-Durham,NH-ME Metropolitan NECTA,New Hampshire,2022,84822,83021,1801,2.1
Dover-Durham,NH-ME Metropolitan NECTA,New Hampshire,2023,84182,82405,1777,2.1
Dubuque,IA Metropolitan Statistical Area,Iowa,1990,46209,43381,2828,6.1
Dubuque,IA Metropolitan Statistical Area,Iowa,1991,47293,44387,2906,6.1
Dubuque,IA Metropolitan Statistical Area,Iowa,1992,48777,46253,2524,5.2
Dubuque,IA Metropolitan Statistical Area,Iowa,1993,49765,47658,2107,4.2
Dubuque,IA Metropolitan Statistical Area,Iowa,1994,50363,48508,1855,3.7
Dubuque,IA Metropolitan Statistical Area,Iowa,1995,50824,48960,1864,3.7
Dubuque,IA Metropolitan Statistical Area,Iowa,1996,50948,48135,2813,5.5
Dubuque,IA Metropolitan Statistical Area,Iowa,1997,50129,48223,1906,3.8
Dubuque,IA Metropolitan Statistical Area,Iowa,1998,49510,47883,1627,3.3
Dubuque,IA Metropolitan Statistical Area,Iowa,1999,49199,47818,1381,2.8
Dubuque,IA Metropolitan Statistical Area,Iowa,2000,48501,46906,1595,3.3
Dubuque,IA Metropolitan Statistical Area,Iowa,2001,47895,45913,1982,4.1
Dubuque,IA Metropolitan Statistical Area,Iowa,2002,48605,46658,1947,4.0
Dubuque,IA Metropolitan Statistical Area,Iowa,2003,48857,46770,2087,4.3
Dubuque,IA Metropolitan Statistical Area,Iowa,2004,49194,47039,2155,4.4
Dubuque,IA Metropolitan Statistical Area,Iowa,2005,50756,48547,2209,4.4
Dubuque,IA Metropolitan Statistical Area,Iowa,2006,51854,49961,1893,3.7
Dubuque,IA Metropolitan Statistical Area,Iowa,2007,52085,50011,2074,4.0
Dubuque,IA Metropolitan Statistical Area,Iowa,2008,52284,50012,2272,4.3
Dubuque,IA Metropolitan Statistical Area,Iowa,2009,52584,49113,3471,6.6
Dubuque,IA Metropolitan Statistical Area,Iowa,2010,54082,50899,3183,5.9
Dubuque,IA Metropolitan Statistical Area,Iowa,2011,54611,51803,2808,5.1
Dubuque,IA Metropolitan Statistical Area,Iowa,2012,54844,52350,2494,4.5
Dubuque,IA Metropolitan Statistical Area,Iowa,2013,55126,52622,2504,4.5
Dubuque,IA Metropolitan Statistical Area,Iowa,2014,55567,53278,2289,4.1
Dubuque,IA Metropolitan Statistical Area,Iowa,2015,55719,53699,2020,3.6
Dubuque,IA Metropolitan Statistical Area,Iowa,2016,54968,53029,1939,3.5
Dubuque,IA Metropolitan Statistical Area,Iowa,2017,55053,53438,1615,2.9
Dubuque,IA Metropolitan Statistical Area,Iowa,2018,56024,54649,1375,2.5
Dubuque,IA Metropolitan Statistical Area,Iowa,2019,57025,55559,1466,2.6
Dubuque,IA Metropolitan Statistical Area,Iowa,2020,55031,51877,3154,5.7
Dubuque,IA Metropolitan Statistical Area,Iowa,2021,55164,52947,2217,4.0
Dubuque,IA Metropolitan Statistical Area,Iowa,2022,56127,54482,1645,2.9
Dubuque,IA Metropolitan Statistical Area,Iowa,2023,55798,54177,1621,2.9
Duluth,MN-WI Metropolitan Statistical Area,Minnesota,1990,126412,118435,7977,6.3
Duluth,MN-WI Metropolitan Statistical Area,Minnesota,1991,130735,121478,9257,7.1
Duluth,MN-WI Metropolitan Statistical Area,Minnesota,1992,133774,123540,10234,7.7
Duluth,MN-WI Metropolitan Statistical Area,Minnesota,1993,134609,124781,9828,7.3
Duluth,MN-WI Metropolitan Statistical Area,Minnesota,1994,137081,127959,9122,6.7
Duluth,MN-WI Metropolitan Statistical Area,Minnesota,1995,139192,131138,8054,5.8
Duluth,MN-WI Metropolitan Statistical Area,Minnesota,1996,140277,132419,7858,5.6
Duluth,MN-WI Metropolitan Statistical Area,Minnesota,1997,141642,134498,7144,5.0
Duluth,MN-WI Metropolitan Statistical Area,Minnesota,1998,142946,136913,6033,4.2
Duluth,MN-WI Metropolitan Statistical Area,Minnesota,1999,142364,136712,5652,4.0
Duluth,MN-WI Metropolitan Statistical Area,Minnesota,2000,141542,135447,6095,4.3
Duluth,MN-WI Metropolitan Statistical Area,Minnesota,2001,142037,134102,7935,5.6
Duluth,MN-WI Metropolitan Statistical Area,Minnesota,2002,142904,134724,8180,5.7
Duluth,MN-WI Metropolitan Statistical Area,Minnesota,2003,143436,134616,8820,6.1
Duluth,MN-WI Metropolitan Statistical Area,Minnesota,2004,142695,134421,8274,5.8
Duluth,MN-WI Metropolitan Statistical Area,Minnesota,2005,141185,133838,7347,5.2
Duluth,MN-WI Metropolitan Statistical Area,Minnesota,2006,142204,134965,7239,5.1
Duluth,MN-WI Metropolitan Statistical Area,Minnesota,2007,143414,135524,7890,5.5
Duluth,MN-WI Metropolitan Statistical Area,Minnesota,2008,144854,135888,8966,6.2
Duluth,MN-WI Metropolitan Statistical Area,Minnesota,2009,146388,133058,13330,9.1
Duluth,MN-WI Metropolitan Statistical Area,Minnesota,2010,145005,133161,11844,8.2
Duluth,MN-WI Metropolitan Statistical Area,Minnesota,2011,143725,133084,10641,7.4
Duluth,MN-WI Metropolitan Statistical Area,Minnesota,2012,142587,133142,9445,6.6
Duluth,MN-WI Metropolitan Statistical Area,Minnesota,2013,143440,134534,8906,6.2
Duluth,MN-WI Metropolitan Statistical Area,Minnesota,2014,143683,136081,7602,5.3
Duluth,MN-WI Metropolitan Statistical Area,Minnesota,2015,143122,135916,7206,5.0
Duluth,MN-WI Metropolitan Statistical Area,Minnesota,2016,143785,135774,8011,5.6
Duluth,MN-WI Metropolitan Statistical Area,Minnesota,2017,144401,137704,6697,4.6
Duluth,MN-WI Metropolitan Statistical Area,Minnesota,2018,143157,137603,5554,3.9
Duluth,MN-WI Metropolitan Statistical Area,Minnesota,2019,143419,137534,5885,4.1
Duluth,MN-WI Metropolitan Statistical Area,Minnesota,2020,142848,131982,10866,7.6
Duluth,MN-WI Metropolitan Statistical Area,Minnesota,2021,139714,133816,5898,4.2
Duluth,MN-WI Metropolitan Statistical Area,Minnesota,2022,140365,135710,4655,3.3
Duluth,MN-WI Metropolitan Statistical Area,Minnesota,2023,140942,136079,4863,3.5
Durham-Chapel Hill,NC Metropolitan Statistical Area,North Carolina,1990,194242,188551,5691,2.9
Durham-Chapel Hill,NC Metropolitan Statistical Area,North Carolina,1991,197453,189494,7959,4.0
Durham-Chapel Hill,NC Metropolitan Statistical Area,North Carolina,1992,201474,192824,8650,4.3
Durham-Chapel Hill,NC Metropolitan Statistical Area,North Carolina,1993,203176,196204,6972,3.4
Durham-Chapel Hill,NC Metropolitan Statistical Area,North Carolina,1994,206165,200049,6116,3.0
Durham-Chapel Hill,NC Metropolitan Statistical Area,North Carolina,1995,209489,203507,5982,2.9
Durham-Chapel Hill,NC Metropolitan Statistical Area,North Carolina,1996,217964,211937,6027,2.8
Durham-Chapel Hill,NC Metropolitan Statistical Area,North Carolina,1997,224318,218877,5441,2.4
Durham-Chapel Hill,NC Metropolitan Statistical Area,North Carolina,1998,226045,221243,4802,2.1
Durham-Chapel Hill,NC Metropolitan Statistical Area,North Carolina,1999,229055,224514,4541,2.0
Durham-Chapel Hill,NC Metropolitan Statistical Area,North Carolina,2000,232089,225291,6798,2.9
Durham-Chapel Hill,NC Metropolitan Statistical Area,North Carolina,2001,240316,229951,10365,4.3
Durham-Chapel Hill,NC Metropolitan Statistical Area,North Carolina,2002,241178,227275,13903,5.8
Durham-Chapel Hill,NC Metropolitan Statistical Area,North Carolina,2003,241168,227729,13439,5.6
Durham-Chapel Hill,NC Metropolitan Statistical Area,North Carolina,2004,242201,230834,11367,4.7
Durham-Chapel Hill,NC Metropolitan Statistical Area,North Carolina,2005,246102,234787,11315,4.6
Durham-Chapel Hill,NC Metropolitan Statistical Area,North Carolina,2006,253956,243240,10716,4.2
Durham-Chapel Hill,NC Metropolitan Statistical Area,North Carolina,2007,256522,245797,10725,4.2
Durham-Chapel Hill,NC Metropolitan Statistical Area,North Carolina,2008,264853,252248,12605,4.8
Durham-Chapel Hill,NC Metropolitan Statistical Area,North Carolina,2009,269298,247673,21625,8.0
Durham-Chapel Hill,NC Metropolitan Statistical Area,North Carolina,2010,263778,242544,21234,8.0
Durham-Chapel Hill,NC Metropolitan Statistical Area,North Carolina,2011,266551,245378,21173,7.9
Durham-Chapel Hill,NC Metropolitan Statistical Area,North Carolina,2012,272965,252392,20573,7.5
Durham-Chapel Hill,NC Metropolitan Statistical Area,North Carolina,2013,273474,256820,16654,6.1
Durham-Chapel Hill,NC Metropolitan Statistical Area,North Carolina,2014,275935,262167,13768,5.0
Durham-Chapel Hill,NC Metropolitan Statistical Area,North Carolina,2015,280989,267121,13868,4.9
Durham-Chapel Hill,NC Metropolitan Statistical Area,North Carolina,2016,288703,275802,12901,4.5
Durham-Chapel Hill,NC Metropolitan Statistical Area,North Carolina,2017,289933,278342,11591,4.0
Durham-Chapel Hill,NC Metropolitan Statistical Area,North Carolina,2018,295169,284773,10396,3.5
Durham-Chapel Hill,NC Metropolitan Statistical Area,North Carolina,2019,305425,294991,10434,3.4
Durham-Chapel Hill,NC Metropolitan Statistical Area,North Carolina,2020,297346,279603,17743,6.0
Durham-Chapel Hill,NC Metropolitan Statistical Area,North Carolina,2021,301401,289038,12363,4.1
Durham-Chapel Hill,NC Metropolitan Statistical Area,North Carolina,2022,316819,306706,10113,3.2
Durham-Chapel Hill,NC Metropolitan Statistical Area,North Carolina,2023,322802,313027,9775,3.0
East Stroudsburg,PA Metropolitan Statistical Area,Pennsylvania,1990,49572,46114,3458,7.0
East Stroudsburg,PA Metropolitan Statistical Area,Pennsylvania,1991,48731,44028,4703,9.7
East Stroudsburg,PA Metropolitan Statistical Area,Pennsylvania,1992,48784,43530,5254,10.8
East Stroudsburg,PA Metropolitan Statistical Area,Pennsylvania,1993,48922,44181,4741,9.7
East Stroudsburg,PA Metropolitan Statistical Area,Pennsylvania,1994,49762,45323,4439,8.9
East Stroudsburg,PA Metropolitan Statistical Area,Pennsylvania,1995,49852,45537,4315,8.7
East Stroudsburg,PA Metropolitan Statistical Area,Pennsylvania,1996,50297,46180,4117,8.2
East Stroudsburg,PA Metropolitan Statistical Area,Pennsylvania,1997,52050,47981,4069,7.8
East Stroudsburg,PA Metropolitan Statistical Area,Pennsylvania,1998,52796,49296,3500,6.6
East Stroudsburg,PA Metropolitan Statistical Area,Pennsylvania,1999,53457,50126,3331,6.2
East Stroudsburg,PA Metropolitan Statistical Area,Pennsylvania,2000,69470,66529,2941,4.2
East Stroudsburg,PA Metropolitan Statistical Area,Pennsylvania,2001,71396,68009,3387,4.7
East Stroudsburg,PA Metropolitan Statistical Area,Pennsylvania,2002,73720,69505,4215,5.7
East Stroudsburg,PA Metropolitan Statistical Area,Pennsylvania,2003,74144,69745,4399,5.9
East Stroudsburg,PA Metropolitan Statistical Area,Pennsylvania,2004,76387,72013,4374,5.7
East Stroudsburg,PA Metropolitan Statistical Area,Pennsylvania,2005,78067,73719,4348,5.6
East Stroudsburg,PA Metropolitan Statistical Area,Pennsylvania,2006,80193,75942,4251,5.3
East Stroudsburg,PA Metropolitan Statistical Area,Pennsylvania,2007,81675,77525,4150,5.1
East Stroudsburg,PA Metropolitan Statistical Area,Pennsylvania,2008,83866,78825,5041,6.0
East Stroudsburg,PA Metropolitan Statistical Area,Pennsylvania,2009,82852,75421,7431,9.0
East Stroudsburg,PA Metropolitan Statistical Area,Pennsylvania,2010,82411,74646,7765,9.4
East Stroudsburg,PA Metropolitan Statistical Area,Pennsylvania,2011,81995,74212,7783,9.5
East Stroudsburg,PA Metropolitan Statistical Area,Pennsylvania,2012,82205,74351,7854,9.6
East Stroudsburg,PA Metropolitan Statistical Area,Pennsylvania,2013,81246,73886,7360,9.1
East Stroudsburg,PA Metropolitan Statistical Area,Pennsylvania,2014,79784,73693,6091,7.6
East Stroudsburg,PA Metropolitan Statistical Area,Pennsylvania,2015,80814,75509,5305,6.6
East Stroudsburg,PA Metropolitan Statistical Area,Pennsylvania,2016,82000,76936,5064,6.2
East Stroudsburg,PA Metropolitan Statistical Area,Pennsylvania,2017,82999,78053,4946,6.0
East Stroudsburg,PA Metropolitan Statistical Area,Pennsylvania,2018,83370,78778,4592,5.5
East Stroudsburg,PA Metropolitan Statistical Area,Pennsylvania,2019,84431,79932,4499,5.3
East Stroudsburg,PA Metropolitan Statistical Area,Pennsylvania,2020,83027,73723,9304,11.2
East Stroudsburg,PA Metropolitan Statistical Area,Pennsylvania,2021,81994,76201,5793,7.1
East Stroudsburg,PA Metropolitan Statistical Area,Pennsylvania,2022,82054,77663,4391,5.4
East Stroudsburg,PA Metropolitan Statistical Area,Pennsylvania,2023,82516,78822,3694,4.5
